20038;90285;2190
20039;101615;2581
200310;132595;3198
200311;120524;3014
200312;136795;3255
20041;108817;2770
20042;130625;3183
20043;166062;3506
20044;136515;3260
20045;142295;3315
20046;170875;3680
20047;181139;3726
20048;98512;2597
20049;108920;3037
200410;130883;3282
200411;136870;3482
200412;142276;3393
20051;115394;2834
20052;130875;4016
20053;162060;3861
20054;146985;4176
20055;153558;4123
20056;173663;4354
20057;175896;4631
20058;107723;3354
20059;114825;3972
200510;119666;4309
200511;132625;4280
200512;143423;4315
20061;115493;3857
20062;128836;4242
20063;176081;4934
20064;131631;4190
20065;155805;5003
20066;171032;4704
20067;169034;4861
20068;105189;3659
20069;107511;3937
200610;128178;4864
200611;135142;4668
200612;136723;4187
20071;125985;4329
20072;123327;4217
20073;175327;4865
20074;123825;4374
20075;155402;5406
20076;167880;5079
20077;168613;5166
20078;100791;3879
20079;98670;3883
200710;130446;5045
200711;125388;4899
200712;138140;4038
20081;104953;3822
20082;124836;4444
20083;126357;3807
20084;125522;4093
20085;118085;3973
20086;116649;3671
20087;123958;4037
20088;60737;2517
20089;67365;2778
200810;79686;3283
200811;64345;2833
200812;72760;2702
20091;60662;2468
20092;63297;2619
20093;77102;2877
20094;67828;2579
20095;72303;2771
20096;98296;2951
20097;110678;2812
20098;60398;2205
20099;79323;2279
200910;100733;2871
200911;88485;2632
200912;92085;2712
20101;71260;2097
20102;93070;2324
20103;126654;2742
20104;95415;3173
20105;104497;2665
20106;122610;1867
20107;83840;1501
20108;46572;1107
20109;57875;1350
201010;62592;1450
201011;65706;1442
201012;69964;1400
20111;54416;1029
20112;67028;1131
20113;88947;1320
20114;72413;1201
20115;79317;1579
20116;84004;1498
20117;79591;1321
20118;48262;1056
20119;56326;1482
201110;58366;1232
201111;52734;1223
201112;66886;1070
20121;55447;904
20122;65202;1032
20123;85059;1185
20124;56859;940
20125;73520;1105
20126;74191;1300
20127;66249;1197
20128;50351;978
20129;36309;902
201210;46178;1045
201211;49157;1082
201212;52044;1141
20131;50753;927
20132;59438;939
20133;73904;1041
20134;63753;1165
20135;71887;1211
20136;74479;1288
20137;77436;1316
20138;41700;1043
20139;47069;1047
201310;62326;1246
201311;57237;1158
201312;62323;1511
20141;55298;1156
20142;71090;1254
20143;82068;1315
20144;82502;1312
20145;85015;1362
20146;92668;1477
20147;86884;1542
20148;48539;988
20149;60222;1399
201410;80156;1729
201411;68559;1546
201412;77124;1361
20151;71280;1181
20152;90517;1516
20153;116336;1578
20154;86779;1568
20155;98265;1542
20156;116042;1772
20157;108646;1959
20158;60733;1397
20159;76601;1630
201510;86664;1785
201511;87521;1914
201512;94614;1904
20161;81716;1511
20162;104006;1945
20163;119302;2017
20164;107444;2259
20165;120060;2170
20166;131759;2293
20167;114862;2261
20168;69985;1741
20169;86478;2015
201610;90041;2347
201611;99985;2612
201612;104419;2141
